Muestreo;Region.Label;Sample.Label;nombreviejo;Effort;Especie;size;AdultJuv;Adultos;Juveniles;Crias;Lat;Lon;RadialDistance;Angle;Area;Length
1;ALTO;ANTENA;1;16,8;G;1;1;1;0;0;-50,25215887;-68,95823834;235;105;277;
1;ALTO;ANTENA;1;16,8;G;2;2;2;0;0;-50,25215887;-68,95823834;330;305;277;
1;ALTO;ANTENA;1;16,8;G;7;7;7;0;0;-50,24932452;-68,95438048;328;95;277;
1;ALTO;ANTENA;1;16,8;G;6;6;6;0;0;-50,23099951;-68,81049111;49;320;277;
1;ALTO;ANTENA;1;16,8;G;15;NA;NA;NA;NA;-50,22759813;-68,79754451;NA;NA;277;
1;ALTO;ANTENA;1;16,8;G;7;NA;NA;NA;NA;-50,22759813;-68,79754451;NA;NA;277;
1;ALTO;ANTENA;1;16,8;G;13;NA;NA;NA;NA;-50,22759813;-68,79754451;NA;NA;277;
1;ALTO;ANTENA;1;16,8;G;10;NA;NA;NA;NA;-50,22759813;-68,79754451;NA;NA;277;
1;ALTO;ANTENA;1;16,8;G;1;1;1;0;0;-50,21928051;-68,78984054;500;65;277;
1;ALTO;ANTENA;1;16,8;G;2;2;2;0;0;-50,24955276;-68,95471534;362;325;277;
1;ALTO;ANTENA;1;16,8;G;1;1;1;0;0;-50,24738956;-68,92385309;224;170;277;
1;ALTO;ANTENA;1;16,8;G;18;18;18;0;0;-50,24951831;-68,91002999;500;0;277;
1;ALTO;ANTENA;1;16,8;G;1;1;1;0;0;-50,25385922;-68,88843561;153;180;277;
1;ALTO;ANTENA;1;16,8;G;3;3;2;1;0;-50,25372704;-68,88473894;0;NA;277;
1;ALTO;CHACRA;2;4;G;1;1;1;0;0;-50,20742306;-68,91849068;307;80;277;
1;ALTO;CHACRA;2;4;G;8;5;5;0;3;-50,20742306;-68,91849068;420;5;277;
1;ALTO;JACK;3;12;G;37;37;34;3;0;-50,25074501;-69,00171108;431;70;277;
1;ALTO;JACK;3;12;CH;3;NA;NA;NA;NA;-50,25074501;-69,00171108;130;260;277;
1;ALTO;JACK;3;12;G;2;NA;1;NA;NA;-50,25074501;-69,00171108;167;215;277;
1;ALTO;JACK;3;12;G;4;4;4;0;0;-50,26058335;-69,00318235;250;180;277;
1;ALTO;JACK;3;12;G;1;1;1;0;0;-50,26620065;-69,01109227;250;290;277;
1;ALTO;JACK;3;12;G;1;1;1;0;0;-50,26827592;-69,01601211;102;160;277;
1;ALTO;JACK;3;12;G;6;4;4;0;2;-50,27181384;-69,0252001;160;135;277;
1;ALTO;JACK;3;12;G;3;2;2;0;1;-50,27356943;-69,02901035;259;130;277;
1;ALTO;JACK;3;12;CH;1;NA;NA;NA;NA;-50,27946836;-69,04337961;0;NA;277;
1;ALTO;JACK;3;12;CH;1;NA;NA;NA;NA;-50,27946836;-69,04337961;152;130;277;
1;ALTO;JACK;3;12;G;6;6;6;0;0;-50,28204211;-69,04726521;313;120;277;
1;ALTO;LAGUNA;4;20;G;4;3;2;1;1;-50,28368077;-69,0056302;190;255;277;
1;ALTO;LAGUNA;4;20;G;5;5;5;0;0;-50,28368077;-69,0056302;414;290;277;
1;BAJO;RESTINGA;5;41,2;G;1;1;1;0;0;-50,30544036;-68,98864419;72;15;338;
1;BAJO;RESTINGA;5;41,2;G;5;5;5;0;0;-50,30664995;-68,98572628;0;NA;338;
1;BAJO;RESTINGA;5;41,2;G;6;6;6;0;0;-50,30664995;-68,98572628;102;90;338;
1;BAJO;RESTINGA;5;41,2;G;4;4;4;0;0;-50,31745356;-68,97722427;306;215;338;
1;BAJO;RESTINGA;5;41,2;G;10;8;8;0;2;-50,31745356;-68,97722427;352;265;338;
1;BAJO;RESTINGA;5;41,2;G;1;1;1;0;0;-50,31745356;-68,97722427;403;150;338;
1;BAJO;RESTINGA;5;41,2;G;11;9;9;0;2;-50,31900136;-68,97693845;0;NA;338;
1;BAJO;RESTINGA;5;41,2;G;9;7;7;0;2;-50,31900136;-68,97693845;130;145;338;
1;BAJO;RESTINGA;5;41,2;G;9;9;9;0;0;-50,31773854;-68,97744077;240;165;338;
1;BAJO;RESTINGA;5;41,2;G;7;7;7;0;0;-50,31773854;-68,97744077;415;110;338;
1;BAJO;RESTINGA;5;41,2;G;5;4;4;0;1;-50,31773854;-68,97744077;317;205;338;
1;BAJO;RESTINGA;5;41,2;G;5;5;5;0;0;-50,31773854;-68,97744077;317;205;338;
1;BAJO;RESTINGA;5;41,2;G;5;3;3;0;2;-50,32540346;-68,96698091;33;60;338;
1;BAJO;RESTINGA;5;41,2;G;8;6;6;0;2;-50,32684112;-68,96586645;339;275;338;
1;BAJO;RESTINGA;5;41,2;G;6;5;5;0;1;-50,32684112;-68,96586645;600;275;338;
1;BAJO;RESTINGA;5;41,2;G;4;4;4;0;0;-50,33593389;-68,95391361;352;220;338;
1;BAJO;RESTINGA;5;41,2;G;1;1;1;0;0;-50,33593389;-68,95391361;200;95;338;
1;BAJO;TRIANGULO;6;16,2;G;5;5;5;0;0;-50,34852058;-68,91361007;176;15;338;
1;BAJO;TRIANGULO;6;16,2;G;31;NA;NA;NA;NA;-50,34976018;-68,90986939;400;155;338;
1;BAJO;TRIANGULO;6;16,2;G;3;2;2;0;1;-50,34785463;-68,89542771;0;NA;338;
1;BAJO;TRIANGULO;6;16,2;G;3;3;3;0;0;-50,34762028;-68,89445809;353;135;338;
1;BAJO;TRIANGULO;6;16,2;G;9;5;5;0;4;-50,34725776;-68,88947261;376;130;338;
1;BAJO;TRIANGULO;6;16,2;G;2;2;2;0;0;-50,34037119;-68,88076826;151;130;338;
1;BAJO;TRIANGULO;6;16,2;G;21;15;13;2;6;-50,33469186;-68,883125;109;25;338;
1;BAJO;TRIANGULO;6;16,2;G;5;5;5;0;0;-50,33469186;-68,883125;0;NA;338;
1;ALTO;ANTENA;1;16,8;G;1;1;1;0;0;-50,24927465;-68,9543125;288;270;277;
1;ALTO;ANTENA;1;16,8;G;2;2;2;0;0;-50,24759542;-68,95161177;216;225;277;
1;ALTO;ANTENA;1;16,8;G;1;1;1;0;0;-50,23638949;-68,94544655;235;235;277;
1;ALTO;ANTENA;1;16,8;G;1;1;1;0;0;-50,25381287;-68,89096485;123;125;277;
1;ALTO;CHACRA;2;4;G;8;7;6;1;1;-50,20862938;-68,93114325;70;220;277;
1;ALTO;CHACRA;2;4;G;2;2;2;0;0;-50,20744753;-68,91920306;500;140;277;
1;ALTO;CHACRA;2;4;G;11;10;10;0;1;-50,20738886;-68,9129686;388;150;277;
1;ALTO;CHACRA;2;4;G;3;3;3;0;0;-50,20738886;-68,9129686;158;70;277;
1;ALTO;CHACRA;2;4;CH;1;1;1;0;0;-50,20738886;-68,9129686;158;70;277;
1;ALTO;CHACRA;2;4;G;7;7;7;0;0;-50,20997593;-68,88421867;600;350;277;
1;ALTO;CHACRA;2;4;Zorro;1;NA;NA;NA;NA;-50,21015421;-68,88151794;40;180;277;
1;ALTO;CHACRA;2;4;G;5;5;5;0;0;-50,21024248;-68,88024691;550;350;277;
1;ALTO;CHACRA;2;4;G;8;7;7;0;1;-50,21162909;-68,86366784;300;20;277;
1;ALTO;CHACRA;2;4;G;8;6;6;0;2;-50,21162909;-68,86366784;0;NA;277;
1;ALTO;CHACRA;2;4;CH;19;19;1;18;0;-50,21162909;-68,86366784;0;NA;277;
1;ALTO;JACK;3;12;CH;3;NA;NA;NA;NA;-50,24959601;-69,00312016;110;40;277;
1;ALTO;JACK;3;12;G;59;NA;NA;NA;NA;-50,25418083;-69,00130003;101;100;277;
1;ALTO;JACK;3;12;CH;25;NA;1;NA;NA;-50,25715264;-69,00284775;60;260;277;
1;ALTO;JACK;3;12;G;23;23;23;0;0;-50,26012285;-69,00294917;25;110;277;
1;ALTO;JACK;3;12;G;3;3;2;1;0;-50,26673818;-69,01206926;130;130;277;
1;ALTO;JACK;3;12;G;5;5;5;0;0;-50,26901747;-69,01772462;500;160;277;
1;ALTO;JACK;3;12;G;3;2;2;0;1;-50,2729397;-69,02742709;480;140;277;
1;ALTO;JACK;3;12;G;2;2;2;0;0;-50,27467869;-69,0318446;280;260;277;
1;ALTO;JACK;3;12;G;1;1;1;0;0;-50,27731589;-69,03717491;112;320;277;
1;ALTO;JACK;3;12;G;2;1;1;0;1;-50,28065826;-69,0456501;190;180;277;
1;ALTO;JACK;3;12;G;16;14;14;0;2;-50,28330585;-69,04871218;600;345;277;
1;ALTO;JACK;3;12;G;8;7;7;0;1;-50,28330585;-69,04871218;487;135;277;
1;ALTO;LAGUNA;4;20;G;5;NA;NA;NA;NA;-50,27547003;-69,00589365;700;260;277;
1;BAJO;;8;NA;G;80;NA;NA;NA;NA;-50,38369565;-69,15245441;340;220;338;
1;BAJO;;8;NA;CH;3;3;3;0;0;-50,39006196;-69,14408667;20;350;338;
1;BAJO;;8;NA;G;83;NA;NA;NA;NA;-50,39233681;-69,13972456;0;NA;338;
1;BAJO;;8;NA;CH;9;9;2;7;0;-50,39181822;-69,14188659;290;70;338;
1;BAJO;;8;NA;CH;13;1;1;0;12;-50,39573072;-69,13309447;0;NA;338;
1;BAJO;;8;NA;G;2;2;2;0;0;-50,40478016;-69,13016123;0;NA;338;
1;BAJO;RESTINGA;5;41,2;G;5;5;5;0;0;-50,27547003;-69,00589365;204;120;338;
1;BAJO;RESTINGA;5;41,2;G;1;1;1;0;0;-50,27547003;-69,00589365;355;50;338;
1;BAJO;RESTINGA;5;41,2;G;1;1;1;0;0;-50,3045984;-68,99121031;183;45;338;
1;BAJO;RESTINGA;5;41,2;G;4;4;4;0;0;-50,31778011;-68,9775691;363;275;338;
1;BAJO;RESTINGA;5;41,2;G;20;18;18;0;2;-50,31778011;-68,9775691;437;240;338;
1;BAJO;RESTINGA;5;41,2;G;12;NA;NA;NA;NA;-50,31778011;-68,9775691;352;345;338;
1;BAJO;RESTINGA;5;41,2;G;3;3;2;1;0;-50,3217528;-68,9735048;550;160;338;
1;BAJO;RESTINGA;5;41,2;G;1;NA;NA;NA;NA;-50,32208833;-68,97270366;24;140;338;
1;BAJO;RESTINGA;5;41,2;G;8;7;7;0;1;-50,3227039;-68,9715488;343;125;338;
1;BAJO;RESTINGA;5;41,2;G;1;1;1;0;0;-50,33480577;-68,95517232;385;210;338;
1;BAJO;RESTINGA;5;41,2;G;5;4;4;0;1;-50,33480577;-68,95517232;420;50;338;
1;BAJO;RESTINGA;5;41,2;G;2;2;2;0;0;-50,3363213;-68,95353299;328;40;338;
1;BAJO;TRIANGULO;6;16,2;G;7;7;7;0;0;-50,34804499;-68,91824559;152;0;338;
1;BAJO;TRIANGULO;6;16,2;G;5;4;4;0;1;-50,34830114;-68,90275726;180;330;338;
1;BAJO;TRIANGULO;6;16,2;G;5;4;4;0;1;-50,34392453;-68,88218505;70;310;338;
1;BAJO;TRIANGULO;6;16,2;G;5;5;5;0;0;-50,34194514;-68,88034523;394;315;338;
1;BAJO;TRIANGULO;6;16,2;G;2;1;1;0;1;-50,33162023;-68,89061448;145;280;338;
1;BAJO;TRIANGULO;6;16,2;G;1;1;1;0;0;-50,32848028;-68,8903595;0;NA;338;
1;BAJO;TRIANGULO;6;16,2;G;1;1;1;0;0;-50,32522433;-68,8846122;143;205;338;
1;BAJO;TRIANGULO;6;16,2;G;42;30;29;1;12;-50,32389781;-68,87153224;62;40;338;
1;ALTO;ANTENA;1;16,8;Zorro;1;NA;NA;NA;NA;-50,26071821;-68,96071301;0;NA;277;
1;ALTO;ANTENA;1;16,8;G;1;1;1;0;0;-50,24906896;-68,95396843;70;305;277;
1;ALTO;ANTENA;1;16,8;G;1;1;1;0;0;-50,24213151;-68,94730439;460;10;277;
1;ALTO;CHACRA;2;4;G;5;5;4;1;0;-50,20861781;-68,93096019;79;32;277;
1;ALTO;CHACRA;2;4;G;11;10;9;1;1;-50,20831564;-68,92633069;168;90;277;
1;ALTO;CHACRA;2;4;G;6;5;5;0;1;-50,20831564;-68,92633069;345;345;277;
1;ALTO;CHACRA;2;4;G;1;1;1;0;0;-50,20850457;-68,90474327;270;105;277;
1;ALTO;CHACRA;2;4;G;10;8;8;0;2;-50,2106184;-68,8753621;340;25;277;
1;ALTO;CHACRA;2;4;G;3;3;3;0;0;-50,21137143;-68,86542619;106;40;277;
1;ALTO;JACK;3;12;CH;1;1;1;0;0;-50,25960652;-69,0028635;134;90;277;
1;ALTO;JACK;3;12;G;1;1;1;0;0;-50,2668054;-69,0122364;371;130;277;
1;ALTO;JACK;3;12;G;1;1;1;0;0;-50,2668054;-69,0122364;367;250;277;
1;ALTO;JACK;3;12;G;9;7;7;0;2;-50,26992045;-69,02008555;269;135;277;
1;ALTO;JACK;3;12;G;2;2;2;0;0;-50,27087859;-69,02277815;320;140;277;
1;ALTO;JACK;3;12;G;6;4;4;0;2;-50,27598426;-69,03463251;50;120;277;
1;ALTO;JACK;3;12;G;1;1;1;0;0;-50,27598426;-69,03463251;350;205;277;
1;ALTO;JACK;3;12;G;8;5;4;1;3;-50,27965528;-69,04390625;164;175;277;
1;ALTO;LAGUNA;4;20;G;15;11;10;1;4;-50,2725377;-69,00386841;171;135;277;
1;ALTO;LAGUNA;4;20;G;3;3;3;0;0;-50,28390842;-69,0054717;139;240;277;
1;BAJO;RESTINGA;5;41,2;G;1;1;1;0;0;-50,3056142;-68,98782101;177;210;338;
1;BAJO;RESTINGA;5;41,2;G;11;8;8;0;3;-50,3148845;-68,97754337;35;230;338;
1;BAJO;RESTINGA;5;41,2;G;1;1;1;0;0;-50,31549068;-68,97741269;215;80;338;
1;BAJO;RESTINGA;5;41,2;G;2;2;2;0;0;-50,31867849;-68,97714606;103;60;338;
1;BAJO;RESTINGA;5;41,2;G;11;9;9;0;2;-50,32052712;-68,97506333;386;60;338;
1;BAJO;RESTINGA;5;41,2;G;1;1;1;0;0;-50,32249544;-68,97200041;37;25;338;
1;BAJO;RESTINGA;5;41,2;G;7;6;6;0;1;-50,32283423;-68,9710028;251;180;338;
1;BAJO;RESTINGA;5;41,2;G;5;4;4;0;1;-50,33268758;-68,95832023;340;260;338;
1;BAJO;TRIANGULO;6;16,2;G;20;NA;NA;NA;NA;-50,34818346;-68,9167014;700;165;338;
1;BAJO;TRIANGULO;6;16,2;G;6;6;6;0;0;-50,34818346;-68,9167014;330;20;338;
1;BAJO;TRIANGULO;6;16,2;G;8;8;8;0;0;-50,34968968;-68,91034372;1000;180;338;
1;BAJO;TRIANGULO;6;16,2;G;1;1;1;0;0;-50,34968968;-68,91034372;500;160;338;
1;BAJO;TRIANGULO;6;16,2;G;4;4;4;0;0;-50,34968968;-68,91034372;258;20;338;
1;BAJO;TRIANGULO;6;16,2;G;3;3;3;0;0;-50,35005011;-68,90805873;145;170;338;
1;BAJO;TRIANGULO;6;16,2;G;2;2;2;0;0;-50,35005011;-68,90805873;356;105;338;
1;BAJO;TRIANGULO;6;16,2;G;3;2;2;0;1;-50,34772245;-68,8945694;194;10;338;
1;BAJO;TRIANGULO;6;16,2;G;1;1;1;0;0;-50,34666876;-68,88825581;94;320;338;
1;BAJO;TRIANGULO;6;16,2;G;1;1;1;0;0;-50,34005016;-68,88082308;220;280;338;
1;BAJO;TRIANGULO;6;16,2;G;1;1;1;0;0;-50,33843966;-68,8814363;120;255;338;
1;BAJO;TRIANGULO;6;16,2;G;7;4;4;0;3;-50,32314059;-68,87663422;148;0;338;
1;BAJO;REPETIDORA;7;5,25;G;1;1;1;0;0;-50,38341042;-69,15293695;404;15;338;
1;BAJO;REPETIDORA;7;5,25;G;3;3;3;0;0;-50,38341042;-69,15293695;500;235;338;
1;BAJO;REPETIDORA;7;5,25;G;13;13;13;0;0;-50,38341042;-69,15293695;441;70;338;
1;BAJO;REPETIDORA;7;5,25;G;11;11;11;0;0;-50,38341042;-69,15293695;311;110;338;
1;BAJO;REPETIDORA;7;5,25;G;10;10;10;0;0;-50,3852572;-69,15005241;353;190;338;
1;BAJO;REPETIDORA;7;5,25;G;1;1;1;0;0;-50,38770664;-69,14729937;486;15;338;
1;BAJO;REPETIDORA;7;5,25;G;2;2;2;0;0;-50,39173197;-69,14208247;0;NA;338;
1;BAJO;REPETIDORA;7;5,25;G;58;58;58;0;0;-50,3942457;-69,13674748;358;145;338;
1;BAJO;REPETIDORA;7;5,25;G;4;4;4;0;0;-50,3942457;-69,13674748;45;80;338;
1;BAJO;REPETIDORA;7;5,25;G;3;3;3;0;0;-50,39982168;-69,13030271;138;220;338;
2;BAJO;COML;hosteria;3,4;G;18;NA;NA;NA;NA;;;269;85;338;
2;BAJO;COML;hosteria;3,4;G;5;NA;NA;NA;NA;;;339;85;338;
2;BAJO;COML;hosteria;3,4;G;55;NA;NA;NA;NA;;;141;75;338;
2;BAJO;COML;hosteria;3,4;G;1;NA;NA;NA;NA;;;240;260;338;
2;BAJO;COML;hosteria;3,4;G;10;NA;NA;NA;NA;;;348;255;338;
2;BAJO;COML;hosteria;3,4;G;42;NA;NA;NA;NA;;;423;90;338;
2;BAJO;COML;hosteria;3,4;G;12;11;11;0;1;;;273;60;338;
2;BAJO;COML;hosteria;3,4;G;9;8;8;0;1;;;202;230;338;
2;ALTO;TRIANGULO;triángulo;16,2;G;22;NA;NA;NA;NA;;;367;220;277;8,1
2;ALTO;TRIANGULO;triángulo;16,2;G;1;1;1;0;0;;;222;270;277;8,1
2;ALTO;TRIANGULO;triángulo;16,2;CH;3;NA;NA;NA;NA;;;45;240;277;8,1
2;ALTO;TRIANGULO;triángulo;16,2;G;70;64;64;0;6;;;392;140;277;8,1
2;ALTO;TRIANGULO;triángulo;16,2;G;30;NA;NA;NA;NA;;;150;310;277;8,1
2;ALTO;TRIANGULO;triángulo;16,2;G;14;13;13;0;1;;;224;315;277;8,1
2;ALTO;TRIANGULO;triángulo;16,2;CH;4;NA;NA;NA;NA;;;140;140;277;8,1
2;ALTO;TRIANGULO;triángulo;16,2;G;4;NA;NA;NA;NA;;;554;145;277;8,1
2;ALTO;TRIANGULO;triángulo;16,2;G;26;NA;NA;NA;NA;;;162;300;277;8,1
2;ALTO;TRIANGULO;triángulo;16,2;G;13;NA;NA;NA;NA;;;147;315;277;8,1
2;ALTO;TRIANGULO;triángulo;16,2;G;25;NA;NA;NA;NA;;;358;285;277;8,1
2;ALTO;TRIANGULO;triángulo;16,2;G;22;NA;NA;NA;NA;;;758;285;277;8,1
2;ALTO;R63antena;R63antena;1,57;G;1;1;1;0;0;;;65;100;277;
2;ALTO;R63antena;R63antena;1,57;CH;4;4;4;0;0;;;45;315;277;
2;ALTO;R63antena;R63antena;1,57;G;55;NA;NA;NA;NA;;;138;45;277;
2;BAJO;RUTA63;RN63;14;G;13;NA;NA;NA;NA;;;427;320;338;
2;BAJO;RUTA63;RN63;14;G;8;NA;NA;NA;NA;;;537;300;338;
2;BAJO;RUTA63;RN63;14;G;11;NA;NA;NA;NA;;;472;245;338;
2;BAJO;RUTA63;RN63;14;G;7;NA;NA;NA;NA;;;403;275;338;
2;BAJO;RUTA63;RN63;14;G;2;1;1;0;1;;;124;295;338;
2;BAJO;RUTA63;RN63;14;G;9;7;7;0;2;;;140;135;338;
2;BAJO;RUTA63;RN63;14;G;3;3;3;0;0;;;196;190;338;
2;BAJO;RUTA63;RN63;14;G;4;NA;NA;NA;NA;;;274;195;338;
2;BAJO;RUTA63;RN63;14;G;2;2;2;0;0;;;0;0;338;
2;BAJO;RUTA63;RN63;14;G;4;NA;NA;NA;NA;;;231;360;338;
2;BAJO;RUTA63;RN63;14;G;4;NA;NA;NA;NA;;;882;200;338;
2;BAJO;RUTA63;RN63;14;G;14;NA;NA;NA;NA;;;143;0;338;
2;BAJO;RUTA63;RN63;14;G;6;NA;NA;NA;NA;;;173;260;338;
2;BAJO;RUTA63;RN63;14;G;2;NA;NA;NA;NA;;;226;195;338;
2;BAJO;RUTA63;RN63;14;G;11;NA;NA;NA;NA;;;296;235;338;
3;ALTO;LAGUNA;pto laguna;20;G;16;14;10;4;2;;;80;80;277;10
3;ALTO;LAGUNA;pto laguna;20;G;11;6;6;0;5;;;148;90;277;10
3;ALTO;LAGUNA;pto laguna;20;G;2;2;2;0;0;;;185;250;277;10
3;ALTO;LAGUNA;pto laguna;20;G;2;2;2;0;0;;;300;110;277;10
3;ALTO;LAGUNA;pto laguna;20;G;6;6;6;0;0;;;150;100;277;10
3;ALTO;LAGUNA;pto laguna;20;G;8;7;7;0;1;;;320;100;277;10
3;ALTO;ANTENA;antena;16,8;G;3;3;3;0;0;;;128;274;277;8,4
3;ALTO;ANTENA;antena;16,8;G;6;6;6;0;0;;;500;270;277;8,4
3;ALTO;ANTENA;antena;16,8;CH;2;2;2;0;0;;;20;270;277;8,4
3;ALTO;ANTENA;antena;16,8;G;1;1;1;0;0;;;260;82;277;8,4
3;ALTO;ANTENA;antena;16,8;CH;3;3;3;0;0;;;139;274;277;8,4
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;25;17;17;0;8;;;230;90;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;47;47;47;0;0;;;200;78;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;CH;12;12;1;11;0;;;0;0;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;4;3;3;0;1;;;580;280;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;8;7;7;0;1;;;165;88;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;4;3;3;0;1;;;121;272;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;1;1;1;0;0;;;0;0;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;1;1;1;0;0;;;210;268;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;15;10;10;0;5;;;0;0;277;8,1
3;ALTO;RUTA63;ruta 63;68;G;2;2;2;0;0;;;60;60;277;34
3;BAJO;RUTA63;ruta 63;68;G;10;6;6;0;4;;;73;270;338;34
3;BAJO;RUTA63;ruta 63;68;G;1;1;1;0;0;;;190;90;338;34
3;BAJO;RUTA63;ruta 63;68;G;1;1;1;0;0;;;111;90;338;34
3;BAJO;RUTA63;ruta 63;68;G;11;10;10;0;1;;;200;270;338;34
3;BAJO;RUTA63;ruta 63;68;G;39;27;27;0;12;;;0;0;338;34
3;BAJO;RUTA63;ruta 63;68;G;3;3;3;0;0;;;300;330;338;34
3;BAJO;RUTA63;ruta 63;68;G;9;9;9;0;0;;;730;270;338;34
3;BAJO;RUTA63;ruta 63;68;G;1;1;1;0;0;;;610;90;338;34
3;BAJO;RUTA63;ruta 63;68;G;19;17;17;0;2;;;630;270;338;34
3;BAJO;RUTA63;ruta 63;68;G;14;14;14;0;0;;;180;90;338;34
3;BAJO;RUTA63;ruta 63;68;G;3;3;3;0;0;;;300;70;338;34
3;ALTO;REPETIDORA;tranquera blanca;10,5;G;66;48;48;0;18;;;74;30;277;5,25
3;ALTO;REPETIDORA;tranquera blanca;10,5;G;15;10;10;0;5;;;250;125;277;5,25
3;ALTO;REPETIDORA;tranquera blanca;10,5;G;53;33;33;0;20;;;594;290;277;5,25
3;ALTO;REPETIDORA;tranquera blanca;10,5;G;5;4;4;0;1;;;156;90;277;5,25
3;ALTO;REPETIDORA;tranquera blanca;10,5;G;1;1;1;0;0;;;430;90;277;5,25
3;ALTO;REPETIDORA;tranquera blanca;10,5;G;3;2;2;0;1;;;100;90;277;5,25
3;ALTO;REPETIDORA;tranquera blanca;10,5;G;9;6;6;0;3;;;203;235;277;5,25
3;ALTO;REPETIDORA;tranquera blanca;10,5;G;1;1;1;0;0;;;120;90;277;5,25
3;ALTO;REPETIDORA;tranquera blanca;10,5;G;6;4;4;0;2;;;308;100;277;5,25
3;ALTO;REPETIDORA;tranquera blanca;10,5;G;51;31;31;0;20;;;340;270;277;5,25
3;ALTO;REPETIDORA;tranquera blanca;10,5;G;107;NA;NA;NA;NA;;;1000;265;277;5,25
3;BAJO;CHACRA;chacra;10;G;1;1;1;0;0;;;268;280;338;5
3;ALTO;JACK;jack;12;G;105;NA;NA;NA;NA;;;320;90;277;6
3;ALTO;ANTENA;antena;16,8;G;4;2;2;0;2;;;176;273;277;8,4
3;ALTO;ANTENA;antena;16,8;G;76;NA;NA;NA;NA;;;740;270;277;8,4
3;ALTO;ANTENA;antena;16,8;G;14;NA;NA;NA;NA;;;905;320;277;8,4
3;ALTO;ANTENA;antena;16,8;G;7;6;6;0;1;;;182;80;277;8,4
3;ALTO;ANTENA;antena;16,8;CH;1;1;1;0;0;;;0;0;277;8,4
3;ALTO;ANTENA;antena;16,8;G;5;5;5;0;0;;;384;220;277;8,4
3;ALTO;ANTENA;antena;16,8;G;9;6;6;0;3;;;244;220;277;8,4
3;ALTO;ANTENA;antena;16,8;G;6;6;5;1;0;;;151;225;277;8,4
3;ALTO;ANTENA;antena;16,8;G;26;22;16;6;4;;;800;70;277;8,4
3;ALTO;ANTENA;antena;16,8;G;2;2;2;0;0;;;850;65;277;8,4
3;ALTO;ANTENA;antena;16,8;G;9;7;5;2;2;;;0;0;277;8,4
3;ALTO;ANTENA;antena;16,8;G;17;NA;NA;NA;NA;;;320;265;277;8,4
3;ALTO;ANTENA;antena;16,8;G;14;NA;NA;NA;NA;;;1000;80;277;8,4
3;ALTO;ANTENA;antena;16,8;G;6;5;5;0;1;;;350;160;277;8,4
3;ALTO;ANTENA;antena;16,8;G;15;10;10;0;5;;;140;90;277;8,4
3;ALTO;ANTENA;antena;16,8;G;1;1;1;0;0;;;54;300;277;8,4
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;7;5;4;1;2;;;104;200;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;12;9;9;0;3;;;242;240;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;41;NA;NA;NA;NA;;;438;90;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;18;NA;NA;NA;2;;;513;270;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;49;NA;NA;NA;NA;;;900;90;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;53;NA;NA;NA;NA;;;240;90;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;4;2;2;0;2;;;96;230;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;CH;8;8;0;8;0;;;56;230;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;4;4;4;0;0;;;113;70;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;CH;5;5;0;5;0;;;57;85;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;9;6;6;0;3;;;115;220;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;49;34;34;0;15;;;178;60;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;15;10;10;0;5;;;150;75;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;44;24;24;0;20;;;50;80;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;4;3;3;0;1;;;330;270;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;1;1;1;0;0;;;432;270;277;8,1
3;ALTO;TRIANGULO;ruta 63-triángulo;16,2;G;1;1;1;0;0;;;0;0;277;8,1
3;BAJO;JACK;jack;12;G;1;1;1;0;0;;;180;270;338;6
3;BAJO;JACK;jack;12;G;34;28;28;0;6;;;70;90;338;6
3;BAJO;JACK;jack;12;G;10;8;8;0;2;;;360;90;338;6
3;BAJO;JACK;jack;12;G;1;1;1;0;0;;;300;90;338;6
3;BAJO;JACK;jack;12;G;155;NA;NA;NA;NA;;;80;90;338;6
