Muestreo;Region.Label;Sample.Label;nombreviejo;Effort;Especie;size;AdultJuv;Adultos;Juveniles;Crias;Lat;Lon;RadialDistance;Angle;Area;Length
29;ALTO;RPT1 A;;6,2;G;2;2;2;NA;0;;;335;60;277;3,1
29;ALTO;RPT1 A;;6,2;G;3;2;2;NA;1;;;148;20;277;3,1
29;ALTO;RPT1 A;;6,2;G;3;3;3;NA;0;;;172;10;277;3,1
29;ALTO;RPT1 A;;6,2;G;14;14;14;NA;0;;;544;270;277;3,1
29;ALTO;RPT1 A;;6,2;G;2;2;2;NA;0;;;1000;450;277;3,1
29;ALTO;RPT1 A;;6,2;G;11;10;10;NA;1;;;374;90;277;3,1
29;ALTO;RPT1 A;;6,2;G;5;5;5;NA;5;;;444;50;277;3,1
29;ALTO;RPT1 A;;6,2;G;13;1;1;NA;12;;;140;20;277;3,1
29;ALTO;RPT1 A;;6,2;G;2;1;1;NA;1;;;328;60;277;3,1
29;ALTO;RPT1 A;;6,2;G;1;1;1;NA;0;;;650;60;277;3,1
29;ALTO;RPT1 A;;6,2;G;4;2;2;NA;2;;;211;320;277;3,1
29;ALTO;RPT1 A;;6,2;CH;2;2;2;NA;0;;;1000;310;277;3,1
29;ALTO;RPT1 A;;6,2;G;10;6;6;NA;4;;;232;300;277;3,1
29;ALTO;RPT1 A;;6,2;G;6;6;6;NA;0;;;144;320;277;3,1
29;ALTO;RPT1 A;;6,2;G;1;1;1;NA;0;;;108;50;277;3,1
29;ALTO;RPT1 A;;6,2;G;7;6;6;NA;1;;;0;0;277;3,1
29;ALTO;RPT1 A;;6,2;G;31;21;21;NA;10;;;245;315;277;3,1
29;ALTO;RPT1 A;;6,2;G;7;6;6;NA;1;;;310;260;277;3,1
29;ALTO;RPT1 A;;6,2;G;5;3;3;NA;2;;;365;270;277;3,1
29;ALTO;RPT1 A;;6,2;G;2;2;2;NA;0;;;196;300;277;3,1
29;ALTO;RPT1 A;;6,2;G;1;1;1;NA;0;;;206;90;277;3,1
29;ALTO;RPT1 A;;6,2;G;1;1;1;NA;0;;;399;280;277;3,1
29;ALTO;RPT1 A;;6,2;G;1;1;1;NA;0;;;259;30;277;3,1
29;BAJO;RPT1 B;;5;G;5;3;3;NA;2;;;15;50;338;2,5
29;BAJO;RPT1 B;;5;G;1;1;1;NA;0;;;301;45;338;2,5
29;BAJO;RPT1 B;;5;G;3;2;2;NA;1;;;336;320;338;2,5
29;BAJO;RPT1 B;;5;G;2;1;1;NA;1;;;366;340;338;2,5
29;BAJO;RPT1 B;;5;G;3;2;2;NA;1;;;719;20;338;2,5
29;BAJO;RPT1 B;;5;G;5;3;3;NA;2;;;0;0;338;2,5
29;BAJO;RPT1 B;;5;G;1;1;1;NA;0;;;272;305;338;2,5
29;BAJO;RPT1 B;;5;G;2;1;1;NA;1;;;174;330;338;2,5
29;BAJO;RPT1 B;;5;G;15;11;11;NA;4;;;723;240;338;2,5
29;BAJO;RPT1 B;;5;G;2;1;1;NA;1;;;120;75;338;2,5
29;BAJO;RPT1 B;;5;G;1;1;1;NA;0;;;78;340;338;2,5
29;BAJO;RPT1 B;;5;G;2;2;2;NA;0;;;158;330;338;2,5
29;BAJO;RPT1 B;;5;G;1;1;1;NA;0;;;228;310;338;2,5
29;BAJO;RPT1 B;;5;G;2;2;2;NA;0;;;236;30;338;2,5
29;BAJO;RPT1 B;;5;G;3;3;3;NA;0;;;392;320;338;2,5
29;BAJO;RPT1 B;;5;G;4;2;2;NA;2;;;415;305;338;2,5
29;BAJO;RPT1 B;;5;G;4;4;4;NA;0;;;218;5;338;2,5
29;BAJO;RPT1 B;;5;G;4;4;4;NA;0;;;275;335;338;2,5
29;BAJO;RPT1 B;;5;G;2;1;1;NA;1;;;517;5;338;2,5
29;BAJO;RPT1 B;;5;G;1;1;1;NA;0;;;144;290;338;2,5
29;BAJO;RPT1 B;;5;G;2;2;2;NA;;;;126;310;338;2,5
29;BAJO;RPT1 B;;5;G;1;1;1;NA;;;;130;20;338;2,5
29;BAJO;RPT1 B;;5;G;4;2;2;NA;2;;;400;90;338;2,5
29;BAJO;RPT1 B;;5;G;14;9;9;NA;5;;;407;290;338;2,5
29;BAJO;RPT1 B;;5;G;2;2;2;NA;0;;;246;50;338;2,5
29;BAJO;RPT1 B;;5;G;1;1;1;NA;0;;;0;0;338;2,5
29;BAJO;RPT1 B;;5;G;1;1;1;NA;0;;;45;90;338;2,5
29;BAJO;RPT1 B;;5;CH;0;0;;;0;;;;;338;2,5
29;ALTO;TRIANGULO 1;;8;G;2;2;2;NA;0;;;258;45;277;4
29;ALTO;TRIANGULO 1;;8;G;1;1;1;NA;0;;;257;280;277;4
29;ALTO;TRIANGULO 1;;8;G;2;2;2;NA;0;;;202;290;277;4
29;ALTO;TRIANGULO 1;;8;G;12;12;12;NA;0;;;318;90;277;4
29;ALTO;TRIANGULO 1;;8;G;1;1;1;NA;0;;;86;300;277;4
29;ALTO;TRIANGULO 1;;8;G;1;1;1;NA;0;;;301;45;277;4
29;ALTO;TRIANGULO 1;;8;G;1;1;1;NA;0;;;84;305;277;4
29;ALTO;TRIANGULO 1;;8;G;2;2;2;NA;0;;;75;180;277;4
29;ALTO;TRIANGULO 1;;8;G;75;75;75;NA;0;;;166;340;277;4
29;ALTO;TRIANGULO 1;;8;CH;0;0;;;0;;;;;277;4
29;ALTO;TRIANGULO 2;;7,8;G;2;2;2;NA;0;;;235;75;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;;;305;330;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;;;402;350;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;2;2;2;NA;0;;;429;70;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;;;231;50;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;6;6;6;NA;0;;;323;65;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;;;470;270;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;14;14;14;NA;0;;;389;340;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;;;1000;110;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;5;5;5;NA;0;;;0;0;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;10;9;9;NA;1;;;300;30;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;5;5;5;NA;0;;;135;60;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;25;25;25;NA;0;;;723;60;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;19;16;16;NA;3;;;720;90;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;14;14;14;NA;0;;;670;280;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;2;2;2;NA;0;;;506;65;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;3;2;2;NA;1;;;396;25;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;;;0;0;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;2;2;2;NA;0;;;252;320;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;;;278;340;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;;;152;90;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;;;233;325;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;4;4;4;NA;0;;;429;90;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;2;2;2;NA;0;;;297;65;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;;;393;75;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;;;322;295;277;3,9
29;ALTO;TRIANGULO 2;;7,8;CH;18;1;1;NA;17;;;102;310;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;6;6;6;NA;0;;;0;0;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;2;2;2;NA;0;;;174;170;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;17;17;17;NA;0;;;543;40;277;3,9
29;ALTO;TRIANGULO 2;;7,8;G;2;2;2;NA;0;;;152;325;277;3,9
30;ALTO;ANTENA 1;;6,6;G;1;1;1;NA;0;S 50° 15' 00,7'';W 68° 57' 20,8'';208;50;277;3,3
30;ALTO;ANTENA 1;;6,6;G;1;1;1;NA;0;"S 50° 14' 58,8""";"W 68° 57' 17,7""";198;290;277;3,3
30;ALTO;ANTENA 1;;6,6;G;3;2;2;NA;1;"S 50° 15' 31,3""";"W 68° 57' 34,8""";254;310;277;3,3
30;ALTO;ANTENA 1;;6,6;CH;0;0;;;0;;;;;277;3,3
30;ALTO;ANTENA 2;;6,2;G;78;78;78;NA;0;S 50° 15' 36,4'';W 68° 57' 51,9'';257;325;277;3,1
30;ALTO;ANTENA 2;;6,2;G;3;3;3;NA;0;S 50° 15' 25,1'';W 68° 58' 03,8'';84;30;277;3,1
30;ALTO;ANTENA 2;;6,2;G;19;19;19;NA;0;S 50° 15' 25,1'';W 68° 58' 03,8'';193;290;277;3,1
30;ALTO;ANTENA 2;;6,2;G;1;1;1;NA;0;S 50° 15' 03,4'';W 68° 58' 26,3'';228;60;277;3,1
30;ALTO;ANTENA 2;;6,2;G;27;23;23;NA;4;"S 50° 15' 23,4""";"W 68° 58' 05,6""";279;0;277;3,1
30;ALTO;ANTENA 2;;6,2;CH;2;2;2;NA;0;"S 50° 14' 54,7""";"W 68° 58' 35,4""";107;15;277;3,1
30;ALTO;ANTENA 2;;6,2;G;55;55;55;NA;0;"S 50° 14' 54,7""";"W 68° 58' 35,4""";401;75;277;3,1
30;ALTO;ANTENA 2;;6,2;G;3;3;3;NA;0;"S 50° 15' 07,6""";"W 68° 59' 15,7""";255;45;277;3,1
30;BAJO;CHACRA;;4;G;4;4;4;NA;0;S 50° 16' 31,2'';W 68° 57' 42,1'';190;310;338;2
30;BAJO;CHACRA;;4;G;2;2;2;NA;0;"S 50° 16' 42,6""";"W 68° 57' 47,8""";554;70;338;2
30;BAJO;CHACRA;;4;G;5;5;5;NA;0;"S 50° 16' 53,9""";"W 68° 58' 00,8""";419;290;338;2
30;BAJO;CHACRA;;4;CH;0;0;;;0;;;;;338;2
30;ALTO;COML;;6,8;G;6;6;6;NA;0;S 50° 12' 52,8'';W 68° 56' 26,7'';185;220;277;3,4
30;ALTO;COML;;6,8;CH;2;2;2;NA;0;S 50° 12' 52,8'';W 68° 56' 26,7'';100;220;277;3,4
30;ALTO;COML;;6,8;G;4;4;4;NA;0;S 50° 12' 52,8'';W 68° 56' 26,7'';368;95;277;3,4
30;ALTO;COML;;6,8;G;6;5;5;NA;1;S 50° 12' 52,8'';W 68° 56' 26,7'';433;40;277;3,4
30;ALTO;COML;;6,8;G;2;2;2;NA;0;S 50° 13' 07,3'';W 68° 56' 22,1'';493;20;277;3,4
30;ALTO;COML;;6,8;G;5;5;5;NA;0;"S 50° 12' 31,3""";"W 68° 56' 18.4""";222;25;277;3,4
30;ALTO;COML;;6,8;G;1;1;1;NA;0;"S 50° 12' 31,3""";"W 68° 56' 18.4""";415;25;277;3,4
30;ALTO;COML;;6,8;G;2;2;2;NA;0;"S 50° 12' 52,9""";"W 68° 56' 26.8""";77;290;277;3,4
30;BAJO;JACK 1;;5;G;68;68;68;NA;0;"S 50° 22' 57,1""";"W 69° 10' 07,5""";0;0;338;2,5
30;BAJO;JACK 1;;5;CH;6;6;6;NA;0;"S 50° 22' 57,1""";"W 69° 10' 07,5""";0;0;338;2,5
30;BAJO;JACK 2;;4,8;CH;8;8;8;NA;0;S 50° 23' 41,3'';W 69° 08' 09,6'';151;0;338;2,4
30;BAJO;JACK 2;;4,8;G;0;0;;;0;;;;;338;2,4
30;ALTO;LAGUNA 1;;7;G;25;25;25;NA;0;S 50° 14' 42,5'';W 68° 55' 50,4'';155;330;277;3,5
30;ALTO;LAGUNA 1;;7;G;15;15;15;NA;0;S 50° 14' 51,2'';W 68° 55' 19,6'';192;30;277;3,5
30;ALTO;LAGUNA 1;;7;G;1;1;1;NA;0;S 50° 14' 51,2'';W 68° 55' 19,6'';315;0;277;3,5
30;ALTO;LAGUNA 1;;7;G;4;4;4;NA;0;S 50° 14' 51,2'';W 68° 55' 19,6'';268;5;277;3,5
30;ALTO;LAGUNA 1;;7;G;1;1;1;NA;0;S 50° 14' 58,2'';W 68° 54' 36,6'';126;20;277;3,5
30;ALTO;LAGUNA 1;;7;G;1;1;1;NA;0;S 50° 14' 59,8'';W 68° 54' 20,5'';272;40;277;3,5
30;ALTO;LAGUNA 1;;7;G;28;28;28;NA;0;"S 50° 14' 15,5""";"W 68° 56' 25.9""";172;15;277;3,5
30;ALTO;LAGUNA 1;;7;G;2;2;2;NA;0;"S 50° 14' 38,4""";"W 68° 55' 59.2""";328;50;277;3,5
30;ALTO;LAGUNA 1;;7;G;1;1;1;NA;0;"S 50° 14' 55,1""";"W 68° 54' 50.9""";189;50;277;3,5
30;ALTO;LAGUNA 1;;7;G;4;4;4;NA;0;"S 50° 14' 55,1""";"W 68° 54' 50.9""";325;90;277;3,5
30;ALTO;LAGUNA 1;;7;G;1;1;1;NA;0;"S 50° 14' 59,1""";"W 68° 54' 27.9""";115;330;277;3,5
30;ALTO;LAGUNA 1;;7;CH;0;0;;;0;;;;;277;3,5
30;ALTO;LAGUNA 2;;7,2;G;1;1;1;NA;0;S 50° 15' 02,2'';W 68° 54' 11,5'';214;280;277;3,6
30;ALTO;LAGUNA 2;;7,2;G;57;57;57;NA;0;S 50° 15' 13,9'';W 68° 52' 53,5'';320;110;277;3,6
30;ALTO;LAGUNA 2;;7,2;G;9;9;9;NA;0;S 50° 15' 14,2'';W 68° 52' 28,8'';210;25;277;3,6
30;ALTO;LAGUNA 2;;7,2;G;21;21;21;NA;0;S 50° 15' 14,2'';W 68° 52' 28,8'';320;40;277;3,6
30;ALTO;LAGUNA 2;;7,2;G;1;1;1;NA;0;S 50° 15' 13,5'';W 68° 52' 19,1'';238;250;277;3,6
30;ALTO;LAGUNA 2;;7,2;G;1;1;1;NA;0;S 50° 15' 13,8'';W 68° 52' 04,1'';212;290;277;3,6
30;ALTO;LAGUNA 2;;7,2;G;1;1;1;NA;0;S 50° 15' 13,8'';W 68° 52' 04,1'';485;40;277;3,6
30;ALTO;LAGUNA 2;;7,2;G;1;1;1;NA;0;"S 50° 15' 01,3""";"W 68° 54' 14.7""";228;0;277;3,6
30;ALTO;LAGUNA 2;;7,2;G;9;9;9;NA;0;"S 50° 15' 13,5""";"W 68° 52' 59.9""";469;60;277;3,6
30;ALTO;LAGUNA 2;;7,2;G;36;36;36;NA;0;"S 50° 15' 14,3""";"W 68° 51' 40.0""";426;320;277;3,6
30;ALTO;LAGUNA 2;;7,2;CH;0;0;;;0;;;;;277;3,6
30;ALTO;LAGUNA 3;;6;G;7;7;7;NA;0;S 50° 15' 01,2'';W 68° 50' 58,8'';366;280;277;3
30;ALTO;LAGUNA 3;;6;G;1;1;1;NA;0;S 50° 14' 11,9'';W 68° 50' 21,4'';416;110;277;3
30;ALTO;LAGUNA 3;;6;G;34;34;34;NA;0;"S 50° 15' 09,5""";"W 68° 51' 14.4""";208;15;277;3
30;ALTO;LAGUNA 3;;6;CH;2;2;2;NA;0;"S 50° 14' 18,9""";"W 68° 50' 18.2""";196;305;277;3
30;ALTO;LIMITE SUR 1;;7;G;2;2;2;NA;0;S 50° 23' 02,6'';W 69° 10' 48,1'';107;20;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 23' 02,6'';W 69° 10' 48,1'';230;300;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 23' 09,2'';W 69° 10' 50,2'';237;15;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;6;6;6;NA;0;S 50° 23' 29,5'';W 69° 10' 57,8'';265;10;277;3,5
30;ALTO;LIMITE SUR 1;;7;CH;3;3;3;NA;0;S 50° 23' 29,5'';W 69° 10' 57,8'';265;10;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;5;5;5;NA;0;S 50° 23' 37,8'';W 69° 11' 03,3'';123;340;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;4;4;4;NA;0;S 50° 23' 37,8'';W 69° 11' 03,3'';163;290;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;4;4;4;NA;0;S 50° 23' 37,8'';W 69° 11' 03,3'';210;310;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;16;16;16;NA;0;S 50° 23' 37,8'';W 69° 11' 03,3'';256;315;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 23' 47,6'';W 69° 11' 10,8'';172;25;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 23' 47,6'';W 69° 11' 10,8'';266;25;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;5;5;5;NA;0;S 50° 23' 50,7'';W 69° 11' 13,3'';224;60;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;5;5;5;NA;0;S 50° 23' 50,7'';W 69° 11' 13,3'';244;5;277;3,5
30;ALTO;LIMITE SUR 1;;7;CH;3;3;3;NA;0;S 50° 23' 56,4'';W 69° 11' 14,3'';143;320;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;4;2;2;NA;2;S 50° 24' 12,0'';W 69° 11' 19,7'';247;40;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 24' 16,7'';W 69° 11' 21,7'';210;300;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 24' 36,4'';W 69° 11' 25,2'';171;330;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;"S 50° 23' 06,6""";"W 69° 10' 49,5""";421;280;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;"S 50° 23' 06,6""";"W 69° 10' 49,5""";135;300;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;2;2;2;NA;0;"S 50° 23' 06,6""";"W 69° 10' 49,5""";158;340;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;8;8;8;NA;0;"S 50° 23' 14,1""";"W 69° 10' 52,7""";478;270;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;13;13;13;NA;0;"S 50° 23' 27,1""";"W 69° 10' 56,9""";326;80;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;12;11;11;NA;1;"S 50° 23' 36,8""";"W 69° 11' 02,7""";437;280;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;4;3;3;NA;1;"S 50° 23' 36,8""";"W 69° 11' 02,7""";226;325;277;3,5
30;ALTO;LIMITE SUR 1;;7;CH;2;2;2;NA;0;"S 50° 23' 42,2""";"W 69° 11' 07,2""";87;60;277;3,5
30;ALTO;LIMITE SUR 1;;7;CH;7;7;7;NA;0;"S 50° 23' 50,7""";"W 69° 11' 13,3""";298;130;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;37;31;31;NA;6;"S 50° 23' 50,7""";"W 69° 11' 13,3""";298;80;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;"S 50° 23' 50,7""";"W 69° 11' 13,3""";369;280;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;"S 50° 24' 10,4""";"W 69° 11' 18,8""";283;280;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;2;2;2;NA;0;"S 50° 24' 10,4""";"W 69° 11' 18,8""";154;320;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;14;14;14;NA;0;"S 50° 24' 10,4""";"W 69° 11' 18,8""";700;75;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;"S 50° 24' 10,4""";"W 69° 11' 18,8""";305;45;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;"S 50° 24' 39,3""";"W 69° 11' 25,3""";148;270;277;3,5
30;ALTO;LIMITE SUR 1;;7;G;6;6;6;NA;0;"S 50° 24' 39,3""";"W 69° 11' 25,3""";342;45;277;3,5
30;ALTO;LIMITE SUR 2;;6,8;G;1;1;1;NA;0;S 50° 24' 45,8'';W 69° 11' 26,0'';104;0;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;2;2;2;NA;0;S 50° 24' 45,8'';W 69° 11' 26,0'';173;20;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;9;9;9;NA;0;S 50° 24' 45,8'';W 69° 11' 26,0'';442;50;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;CH;1;1;1;NA;0;S 50° 24' 55,6'';W 69° 11' 27,7'';292;355;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;10;10;10;NA;0;S 50° 25' 06,4'';W 69° 11' 30,5'';286;35;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;5;5;5;NA;0;S 50° 25' 18,7'';W 69° 11' 34,7'';273;250;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;3;3;3;NA;0;S 50° 25' 24,8'';W 69° 11' 35,9'';218;30;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;2;2;2;NA;0;S 50° 25' 24,8'';W 69° 11' 35,9'';72;350;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;4;4;4;NA;0;S 50° 25' 24,8'';W 69° 11' 35,9'';160;330;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;6;6;6;NA;0;S 50° 25' 43,6'';W 69° 11' 40,2'';246;60;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;6;6;6;NA;0;S 50° 25' 43,6'';W 69° 11' 40,2'';260;30;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;3;3;3;NA;0;S 50° 25' 43,6'';W 69° 11' 40,2'';158;10;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;5;5;5;NA;0;S 50° 26' 10,3'';W 69° 11' 45,8'';183;350;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;3;3;3;NA;0;S 50° 26' 22,6'';W 69° 11' 51,3'';179;350;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;2;2;2;NA;0;S 50° 26' 22,6'';W 69° 11' 51,3'';174;330;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;1;1;1;NA;0;S 50° 26' 22,6'';W 69° 11' 51,3'';170;335;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;13;13;13;NA;0;S 50° 26' 22,6'';W 69° 11' 51,3'';233;10;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;2;2;2;NA;0;S 50° 24' 46,0'';W 69° 11' 26,1'';0;0;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;11;8;8;NA;3;S 50° 25' 07,7'';W 69° 11' 31,0'';264;280;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;2;2;2;NA;0;S 50° 25' 07,7'';W 69° 11' 31,0'';0;0;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;CH;4;4;4;NA;0;S 50° 25' 19,9'';W 69° 11' 34,8'';0;0;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;10;7;7;NA;3;S 50° 25' 36,1'';W 69° 11' 38,8'';265;270;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;1;1;1;NA;0;S 50° 25' 36,1'';W 69° 11' 38,8'';0;0;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;4;4;4;NA;0;S 50° 25' 44,0'';W 69° 11' 40,1'';242;40;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;8;8;8;NA;0;S 50° 25' 58,3'';W 69° 11' 42,8'';270;310;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;6;4;4;NA;2;S 50° 26' 24,8'';W 69° 11' 52,2'';171;280;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;23;20;20;NA;3;S 50° 26' 24,8'';W 69° 11' 52,2'';265;10;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;2;2;2;NA;0;S 50° 26' 24,8'';W 69° 11' 52,2'';0;0;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;10;8;8;NA;2;S 50° 26' 24,8'';W 69° 11' 52,2'';340;320;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;4;4;4;NA;0;S 50° 26' 32,5'';W 69° 11' 55,9'';500;340;277;3,4
30;ALTO;LIMITE SUR 2;;6,8;G;2;2;2;NA;0;S 50° 26' 32,5'';W 69° 11' 55,9'';700;230;277;3,4
30;ALTO;RP63 A1;;4,4;G;3;3;3;NA;0;S 50° 16' 19,4'';W 69° 00' 14,1'';374;90;277;2,2
30;ALTO;RP63 A1;;4,4;CH;6;6;6;NA;0;S 50° 16' 23,8'';W 69° 00' 14,9'';149;50;277;2,2
30;ALTO;RP63 A1;;4,4;G;19;19;19;NA;0;S 50° 16' 29,8'';W 69° 00' 19,8'';624;50;277;2,2
30;ALTO;RP63 A1;;4,4;G;9;9;9;NA;0;S 50° 16' 29,8'';W 69° 00' 19,8'';1001;50;277;2,2
30;ALTO;RP63 A1;;4,4;G;8;8;8;NA;0;S 50° 16' 29,8'';W 69° 00' 19,8'';268;30;277;2,2
30;ALTO;RP63 A1;;4,4;G;3;3;3;NA;0;S 50° 16' 50,5'';W 69° 00' 21,1'';213;70;277;2,2
30;ALTO;RP63 A1;;4,4;G;36;36;36;NA;0;S 50° 16' 50,5'';W 69° 00' 21,1'';1001;50;277;2,2
30;ALTO;RP63 A1;;4,4;G;16;16;16;NA;0;S 50° 16' 50,5'';W 69° 00' 21,1'';1001;45;277;2,2
30;ALTO;RP63 A1;;4,4;G;51;51;51;NA;0;S 50° 16' 58,5'';W 69° 00' 20,9'';236;50;277;2,2
30;ALTO;RP63 A1;;4,4;G;3;3;3;NA;0;S 50° 17' 17,0'';W 69° 00' 18,4'';145;50;277;2,2
30;ALTO;RP63 A1;;4,4;G;36;36;36;NA;0;"S 50° 16' 23,7""";"W 69° 00' 14,7""";216;70;277;2,2
30;ALTO;RP63 A1;;4,4;G;7;7;7;NA;0;"S 50° 16' 23,7""";"W 69° 00' 14,7""";432;290;277;2,2
30;ALTO;RP63 A1;;4,4;G;26;26;26;NA;0;"S 50° 16' 30,1""";"W 69° 00' 20,2""";340;50;277;2,2
30;ALTO;RP63 A1;;4,4;G;34;34;34;NA;0;"S 50° 16' 43,1""";"W 69° 00' 22,1""";0;0;277;2,2
30;ALTO;RP63 A1;;4,4;G;39;39;39;NA;0;"S 50° 16' 56,2""";"W 69° 00' 21,2""";140;30;277;2,2
30;BAJO;RP63 B1;;7,2;G;1;1;1;NA;0;S 50° 18' 11,1'';W 68° 59' 41,3'';344;55;338;3,6
30;BAJO;RP63 B1;;7,2;G;1;1;1;NA;0;S 50° 18' 11,1'';W 68° 59' 41,3'';210;110;338;3,6
30;BAJO;RP63 B1;;7,2;G;11;11;11;NA;0;S 50° 18' 52,9'';W 68° 58' 39,9'';337;130;338;3,6
30;BAJO;RP63 B1;;7,2;G;4;4;4;NA;0;"S 50° 18' 23,4""";"W 68° 59' 09,5""";169;320;338;3,6
30;BAJO;RP63 B1;;7,2;G;15;12;12;NA;3;"S 50° 18' 23,4""";"W 68° 59' 09,5""";443;330;338;3,6
30;BAJO;RP63 B1;;7,2;G;9;9;9;NA;0;"S 50° 18' 49,2""";"W 68° 58' 43,7""";517;300;338;3,6
30;BAJO;RP63 B1;;7,2;CH;0;0;;;0;;;;;338;3,6
30;BAJO;RP63 B2;;7,2;G;6;6;6;NA;0;"S 50° 19' 22,7""";"W 68° 58' 13,5""";395;310;338;3,6
